time_period,location,disease_cases,population,tp,t2m_c
2018-06,uyGkoQ4F9rT,,138174,10.06317862466046,23.95012179524863
2018-07,uyGkoQ4F9rT,,138174,21.478857532563048,23.1369237162014
2018-08,uyGkoQ4F9rT,,138174,19.75815509683633,22.26443949451563
2018-09,uyGkoQ4F9rT,,138174,6.252921125678446,21.62903740952149
2018-10,uyGkoQ4F9rT,,138174,0.2697614826530712,18.172258450036143
2018-11,uyGkoQ4F9rT,,138174,0.1904170117051709,15.390431154679446
2018-12,uyGkoQ4F9rT,,138174,0.2835474106137399,10.807442972631073
2019-01,uyGkoQ4F9rT,,138174,3.093690677847861,9.663064638141034
2019-02,uyGkoQ4F9rT,,138174,4.520781040247223,11.114697277934356
2019-03,uyGkoQ4F9rT,,138174,1.228685227490632,15.2816628818472
2019-04,uyGkoQ4F9rT,,138174,2.3919765914124054,20.533780959643828
2019-05,uyGkoQ4F9rT,,138174,1.4969415494268767,24.006331289455016
2019-06,uyGkoQ4F9rT,,138174,4.590431427727541,25.060388863858293
2019-07,uyGkoQ4F9rT,,138174,20.85618028498837,22.92242399210991
2019-08,uyGkoQ4F9rT,,138174,13.205387609902049,23.12908972824381
2019-09,uyGkoQ4F9rT,,138174,12.571222167049052,21.74053641702076
2019-10,uyGkoQ4F9rT,,138174,0.8863929096632184,18.71456185912118
2019-11,uyGkoQ4F9rT,,138174,0.3696788684656536,16.467778567806597
2019-12,uyGkoQ4F9rT,,138174,1.87906817134934,10.37467147361814
2020-01,uyGkoQ4F9rT,,138174,4.149601054579955,9.215999222501477
2020-02,uyGkoQ4F9rT,,138174,1.4783469676759704,11.81977797604266
2020-03,uyGkoQ4F9rT,,138174,4.080320535983291,14.73326263234065
2020-04,uyGkoQ4F9rT,,138174,3.816438503722665,19.050017134161784
2020-05,uyGkoQ4F9rT,,138174,3.233918540912126,21.72089201130945
2020-06,uyGkoQ4F9rT,,138174,12.96163856619604,22.647333487228217
2020-07,uyGkoQ4F9rT,,138174,18.57468647834339,22.740625137479903
2020-08,uyGkoQ4F9rT,,138174,15.649223726273355,22.98155878094345
2020-09,uyGkoQ4F9rT,,138174,4.525984556732884,22.64884731573358
2020-10,uyGkoQ4F9rT,,138174,0.2783960624371503,20.244103553463287
2020-11,uyGkoQ4F9rT,,138174,0.3111006471049601,15.088652386549931
2020-12,uyGkoQ4F9rT,,138174,0.0466256810616544,11.922392299528044
2021-01,uyGkoQ4F9rT,,138174,0.3043361183163943,11.377460666952404
2021-02,uyGkoQ4F9rT,,138174,0.5553956178149454,13.60254329073247
2021-03,uyGkoQ4F9rT,,138174,0.4588360969137494,17.983166216216393
2021-04,uyGkoQ4F9rT,,138174,1.4809762018828787,20.71806204694917
2021-05,uyGkoQ4F9rT,,138174,8.34555356363677,21.126155529250266
2021-06,uyGkoQ4F9rT,,138174,12.496384051812438,22.658254988368384
2021-07,uyGkoQ4F9rT,,138174,16.471952948549962,23.06366184104135
2021-08,uyGkoQ4F9rT,,138174,17.07564896487666,22.42347727605394
2021-09,uyGkoQ4F9rT,,138174,7.105483457730976,22.114900816367417
2021-10,uyGkoQ4F9rT,,138174,9.073958166004823,19.84449848594065
2021-11,uyGkoQ4F9rT,,138174,0.0995619932310758,15.07870572004946
2021-12,uyGkoQ4F9rT,,138174,0.758234479244062,11.048039120053566
2022-01,uyGkoQ4F9rT,0.0,138174,3.006160026236807,9.242702501929406
2022-02,uyGkoQ4F9rT,0.0,138174,2.7053132473064503,10.345458800392034
2022-03,uyGkoQ4F9rT,0.0,138174,0.2753109873959877,18.656493963070705
2022-04,uyGkoQ4F9rT,0.0,138174,0.544036384071339,23.51295486634611
2022-05,uyGkoQ4F9rT,0.0,138174,6.534055796896566,22.21338654207665
2022-06,uyGkoQ4F9rT,1.0,138174,6.265345061316172,24.64961617488594
2022-07,uyGkoQ4F9rT,1.0,138174,14.235360519840292,23.228293195837463
2022-08,uyGkoQ4F9rT,5.0,138174,13.898014325921745,23.1439582631918
2022-09,uyGkoQ4F9rT,23.0,138174,6.0155155800952524,21.62624730448637
2022-10,uyGkoQ4F9rT,8.0,138174,5.898313149385832,18.101979013631343
